ResNet-56,"(800, 800, 3)",181.66024981,800,1920000,852992,8128,400010,157693333843,198,57,55,1,1169360010,78756240000
ResNet-56,"(896, 896, 3)",225.40991963,896,2408448,852992,8128,501770,197809649491,198,57,55,1,1466845194,98791827456
ResNet-56,"(1024, 1024, 3)",294.80752988,1024,3145728,852992,8128,655370,258362578771,198,57,55,1,1915879434,129034223616
ResNet-56,"(1200, 1200, 3)",463.60163922,1200,4320000,852992,8128,876170,354805485907,198,57,55,1,2631055242,177201516160
ResNet-56,"(1600, 1600, 3)",860.98071924,1600,7680000,852992,8128,1600010,630763093843,198,57,55,1,4677440010,315024960000
ResNet-56,"(1792, 1792, 3)",1097.01439279,1792,9633792,852992,8128,2007050,791228356435,198,57,55,1,5867380746,395167309824
ResNet-56,"(2400, 2400, 3)",2034.08274436,2400,17280000,852992,8128,3600010,1419212693843,198,57,55,1,10524240010,708806160000
ResNet-110,"(32, 32, 3)",3.12776852,32,3072,1725920,16192,650,514789717,387,111,109,1,3677322,253411968
ResNet-110,"(56, 56, 3)",5.10784924,56,9408,1725920,16192,650,1562282581,387,111,109,1,11261514,776072832
ResNet-110,"(64, 64, 3)",5.62291251,64,12288,1725920,16192,2570,2038435669,387,111,109,1,14709258,1013647872
ResNet-110,"(75, 75, 3)",7.30066195,75,16875,1725920,16192,2570,2846356197,387,111,109,1,20430021,1416811056
ResNet-110,"(112, 112, 3)",9.63538451,112,37632,1725920,16192,5770,6228440405,387,111,109,1,45046666,3104294528
ResNet-110,"(128, 128, 3)",11.16176847,128,49152,1725920,16192,10250,8133019477,387,111,109,1,58837002,4054591488
ResNet-110,"(150, 150, 3)",16.07366105,150,67500,1725920,16192,10250,11265476469,387,111,109,1,81106390,5617687232
ResNet-110,"(224, 224, 3)",30.3929079,224,150528,1725920,16192,31370,24893124949,387,111,109,1,180188298,12417186432
ResNet-110,"(240, 240, 3)",34.80475216,240,172800,1725920,16192,31370,28575221077,387,111,109,1,206847882,14254418560
ResNet-110,"(256, 256, 3)",37.90724533,256,196608,1725920,16192,40970,32511354709,387,111,109,1,235347978,16218365952
ResNet-110,"(299, 299, 3)",53.3136302,299,268203,1725920,16192,51850,44544515301,387,111,109,1,321962245,22222589616
ResNet-110,"(320, 320, 3)",58.64761011,320,307200,1725920,16192,64010,50795106133,387,111,109,1,367731210,25341196800
ResNet-110,"(331, 331, 3)",65.0705972,331,328683,1725920,16192,64010,54564451045,387,111,109,1,394456773,27222139440
ResNet-110,"(448, 448, 3)",111.47349801,448,602112,1725920,16192,125450,99551776597,387,111,109,1,720753162,49668745728
ResNet-110,"(480, 480, 3)",129.77273203,480,691200,1725920,16192,144010,114280354133,387,111,109,1,827395210,57017692800
ResNet-110,"(568, 568, 3)",181.15971878,568,967872,1725920,16192,184970,160021301845,387,111,109,1,1158579786,79840591488
ResNet-110,"(600, 600, 3)",203.39952269,600,1080000,1725920,16192,207370,178558984277,387,111,109,1,1292801482,89090127360
ResNet-110,"(800, 800, 3)",358.05949372,800,1920000,1725920,16192,400010,317433147733,387,111,109,1,2298320010,158382480000
ResNet-110,"(896, 896, 3)",444.92549422,896,2408448,1725920,16192,501770,398186383189,387,111,109,1,2883012618,198674982912
ResNet-110,"(1024, 1024, 3)",578.46393289,1024,3145728,1725920,16192,655370,520078059349,387,111,109,1,3765567498,259493855232
ResNet-110,"(1200, 1200, 3)",913.21223162,1200,4320000,1725920,16192,876170,714215699797,387,111,109,1,5171215242,356360556160
ResNet-110,"(1600, 1600, 3)",1698.29864269,1600,7680000,1725920,16192,1600010,1269711867733,387,111,109,1,9193280010,633529920000
ResNet-110,"(1792, 1792, 3)",2173.46306234,1792,9633792,1725920,16192,2007050,1592724809557,387,111,109,1,11532050442,794699931648
ResNet-110,"(2400, 2400, 3)",4033.35183753,2400,17280000,1725920,16192,3600010,2856843067733,387,111,109,1,20684880010,1425442320000
ResNet-164,"(32, 32, 3)",4.94692879,32,3072,2598848,24256,650,773861719,576,165,163,1,5483658,380813952
ResNet-164,"(56, 56, 3)",6.25952057,56,9408,2598848,24256,650,2348484439,576,165,163,1,16793418,1166241408
ResNet-164,"(64, 64, 3)",7.13658709,64,12288,2598848,24256,2570,3064242007,576,165,163,1,21934602,1523255808
ResNet-164,"(75, 75, 3)",8.84780313,75,16875,2598848,24256,2570,4278880599,576,165,163,1,30466677,2129175600
ResNet-164,"(112, 112, 3)",14.16886498,112,37632,2598848,24256,5770,9362766167,576,165,163,1,67174282,4664968832
ResNet-164,"(128, 128, 3)",16.69697706,128,49152,2598848,24256,10250,12225763159,576,165,163,1,87738378,6093023232
ResNet-164,"(150, 150, 3)",24.18283516,150,67500,2598848,24256,10250,16934863767,576,165,163,1,120948598,8442096320
ResNet-164,"(224, 224, 3)",45.28772654,224,150528,2598848,24256,31370,37419946327,576,165,163,1,268698762,18659883648
ResNet-164,"(240, 240, 3)",51.64159482,240,172800,2598848,24256,31370,42954983767,576,165,163,1,308454282,21420780160
ResNet-164,"(256, 256, 3)",56.54399766,256,196608,2598848,24256,40970,48871847767,576,165,163,1,350953482,24372092928
ResNet-164,"(299, 299, 3)",79.53621398,299,268203,2598848,24256,51850,66960986967,576,165,163,1,480118453,33395187888
ResNet-164,"(320, 320, 3)",87.36266965,320,307200,2598848,24256,64010,76356411223,576,165,163,1,548364810,38081395200
ResNet-164,"(331, 331, 3)",96.85560613,331,328683,2598848,24256,64010,82023254359,576,165,163,1,588223605,40908272688
ResNet-164,"(448, 448, 3)",166.10101622,448,602112,2598848,24256,125450,149648580439,576,165,163,1,1074795018,74639534592
ResNet-164,"(480, 480, 3)",193.10449032,480,691200,2598848,24256,144010,171788923223,576,165,163,1,1233820810,85683139200
ResNet-164,"(568, 568, 3)",269.59037774,568,967872,2598848,24256,184970,240547874647,576,165,163,1,1727688522,119980179072
ResNet-164,"(600, 600, 3)",302.48249813,600,1080000,2598848,24256,207370,268414158167,576,165,163,1,1927841482,133879887360
ResNet-164,"(800, 800, 3)",534.64014554,800,1920000,2598848,24256,400010,477172961623,576,165,163,1,3427280010,238008720000
ResNet-164,"(896, 896, 3)",662.20132207,896,2408448,2598848,24256,501770,598563116887,576,165,163,1,4299180042,298558138368
ResNet-164,"(1024, 1024, 3)",865.55203677,1024,3145728,2598848,24256,655370,781793539927,576,165,163,1,5615255562,389953486848
ResNet-164,"(1200, 1200, 3)",1376.30790384,1200,4320000,2598848,24256,876170,1073625913687,576,165,163,1,7711375242,535519596160
ResNet-164,"(1600, 1600, 3)",2540.29811526,1600,7680000,2598848,24256,1600010,1908660641623,576,165,163,1,13709120010,952034880000
ResNet-164,"(1792, 1792, 3)",3248.31356074,1792,9633792,2598848,24256,2007050,2394221262679,576,165,163,1,17196720138,1194232553472
ResNet-164,"(2400, 2400, 3)",6020.28866012,2400,17280000,2598848,24256,3600010,4294473441623,576,165,163,1,30845520010,2142078480000
ResNet-200,"(32, 32, 3)",6.46580641,32,3072,3180800,29632,650,946576387,702,201,199,1,6687882,465748608
ResNet-200,"(56, 56, 3)",7.93909278,56,9408,3180800,29632,650,2872619011,702,201,199,1,20481354,1426353792
ResNet-200,"(64, 64, 3)",8.42218342,64,12288,3180800,29632,2570,3748112899,702,201,199,1,26751498,1862994432
ResNet-200,"(75, 75, 3)",10.81596749,75,16875,3180800,29632,2570,5233896867,702,201,199,1,37157781,2604085296
ResNet-200,"(112, 112, 3)",18.00116903,112,37632,3180800,29632,5770,11452316675,702,201,199,1,81926026,5705418368
ResNet-200,"(128, 128, 3)",20.36572595,128,49152,3180800,29632,10250,14954258947,702,201,199,1,107005962,7451977728
ResNet-200,"(150, 150, 3)",29.10124099,150,67500,3180800,29632,10250,20714455299,702,201,199,1,147510070,10325035712
ResNet-200,"(224, 224, 3)",55.23591411,224,150528,3180800,29632,31370,45771160579,702,201,199,1,327705738,22821681792
ResNet-200,"(240, 240, 3)",63.21335519,240,172800,3180800,29632,31370,52541492227,702,201,199,1,376191882,26198354560
ResNet-200,"(256, 256, 3)",68.64703442,256,196608,3180800,29632,40970,59778843139,702,201,199,1,428023818,29807910912
ResNet-200,"(299, 299, 3)",97.00021072,299,268203,3180800,29632,51850,81905301411,702,201,199,1,585555925,40843586736
ResNet-200,"(320, 320, 3)",106.65419484,320,307200,3180800,29632,64010,93397281283,702,201,199,1,668787210,46574860800
ResNet-200,"(331, 331, 3)",119.25439268,331,328683,3180800,29632,64010,100329123235,702,201,199,1,717401493,50032361520
ResNet-200,"(448, 448, 3)",202.63936004,448,602112,3180800,29632,125450,183046449667,702,201,199,1,1310822922,91286727168
ResNet-200,"(480, 480, 3)",235.85014829,480,691200,3180800,29632,144010,210127969283,702,201,199,1,1504771210,104793436800
ResNet-200,"(568, 568, 3)",329.02213412,568,967872,3180800,29632,184970,294232256515,702,201,199,1,2107094346,146739904128
ResNet-200,"(600, 600, 3)",369.81064714,600,1080000,3180800,29632,207370,328317607427,702,201,199,1,2351201482,163739727360
ResNet-200,"(800, 800, 3)",651.80276032,800,1920000,3180800,29632,400010,583666170883,702,201,199,1,4179920010,291092880000
ResNet-200,"(896, 896, 3)",807.61338012,896,2408448,3180800,29632,501770,732147606019,702,201,199,1,5243291658,365146908672
ResNet-200,"(1024, 1024, 3)",1054.18440777,1024,3145728,3180800,29632,655370,956270526979,702,201,199,1,6848380938,476926574592
ResNet-200,"(1200, 1200, 3)",1662.42478288,1200,4320000,3180800,29632,876170,1313232722947,702,201,199,1,9404815242,654958956160
ResNet-200,"(1600, 1600, 3)",3098.45822003,1600,7680000,3180800,29632,1600010,2334626490883,702,201,199,1,16719680010,1164371520000
ResNet-200,"(1792, 1792, 3)",3966.68367653,1792,9633792,3180800,29632,2007050,2928552231427,702,201,199,1,20973166602,1460587634688
ResNet-200,"(2400, 2400, 3)",7350.20415338,2400,17280000,3180800,29632,3600010,5252893690883,702,201,199,1,37619280010,2619835920000
ResNet-20V2,"(32, 32, 3)",0.8106259,32,3072,564544,6976,2570,135519560,70,22,19,1,1576458,73583104
ResNet-20V2,"(56, 56, 3)",1.27988616,56,9408,564544,6976,2570,410316104,70,22,19,1,4826826,225342976
ResNet-20V2,"(64, 64, 3)",1.48648119,64,12288,564544,6976,10250,535303496,70,22,19,1,6305802,294332416
ResNet-20V2,"(75, 75, 3)",2.00687453,75,16875,564544,6976,10250,750994872,70,22,19,1,8767653,413168432
ResNet-20V2,"(112, 112, 3)",3.13343316,112,37632,564544,6976,23050,1634622792,70,22,19,1,19309834,901384704
ResNet-20V2,"(128, 128, 3)",3.47017433,128,49152,564544,6976,40970,2134439240,70,22,19,1,25223178,1177329664
ResNet-20V2,"(150, 150, 3)",5.0480253,150,67500,564544,6976,40970,2963670664,70,22,19,1,34780662,1634737344
ResNet-20V2,"(224, 224, 3)",9.64457412,224,150528,564544,6976,125450,6532062536,70,22,19,1,77245962,3605572096
ResNet-20V2,"(240, 240, 3)",10.8855135,240,172800,564544,6976,125450,7498014024,70,22,19,1,88671498,4139031040
ResNet-20V2,"(256, 256, 3)",11.70978055,256,196608,564544,6976,163850,8530982216,70,22,19,1,100892682,4709318656
ResNet-20V2,"(299, 299, 3)",16.19303473,299,268203,564544,6976,207370,11703003576,70,22,19,1,138060901,6459781424
ResNet-20V2,"(320, 320, 3)",18.06771893,320,307200,564544,6976,256010,13328389448,70,22,19,1,157644810,7358310400
ResNet-20V2,"(331, 331, 3)",19.91138275,331,328683,564544,6976,256010,14333666744,70,22,19,1,169142949,7912248112
ResNet-20V2,"(448, 448, 3)",34.98125705,448,602112,564544,6976,501770,26121475400,70,22,19,1,308983818,14422288384
ResNet-20V2,"(480, 480, 3)",40.32521908,480,691200,564544,6976,576010,29986053448,70,22,19,1,354700810,16556198400
ResNet-20V2,"(568, 568, 3)",56.42458185,568,967872,564544,6976,739850,41987206472,70,22,19,1,496666314,23183209984
ResNet-20V2,"(600, 600, 3)",63.11907075,600,1080000,564544,6976,829450,46851204424,70,22,19,1,554205898,25868989440
ResNet-20V2,"(800, 800, 3)",111.60989612,800,1920000,564544,6976,1600010,83290578248,70,22,19,1,985280010,45989440000
ResNet-20V2,"(896, 896, 3)",140.31687699,896,2408448,564544,6976,2007050,104479126856,70,22,19,1,1235935242,57689153536
ResNet-20V2,"(1024, 1024, 3)",184.36257083,1024,3145728,564544,6976,2621450,136461841736,70,22,19,1,1614282762,75349098496
ResNet-20V2,"(1200, 1200, 3)",260.07641593,1200,4320000,564544,6976,3504650,187399986504,70,22,19,1,2216860938,103476144640
ResNet-38V2,"(32, 32, 3)",1.58858511,32,3072,1107456,13888,2570,265193278,130,40,37,1,2985482,137021952
ResNet-38V2,"(56, 56, 3)",2.45173202,56,9408,1107456,13888,2570,802959166,130,40,37,1,9141962,419624448
ResNet-38V2,"(64, 64, 3)",2.88205991,64,12288,1107456,13888,10250,1047478078,130,40,37,1,11941898,548087808
ResNet-38V2,"(75, 75, 3)",3.6387556,75,16875,1107456,13888,10250,1469672686,130,40,37,1,16609125,769688880
ResNet-38V2,"(112, 112, 3)",5.97364677,112,37632,1107456,13888,23050,3198674750,130,40,37,1,36570378,1678510592
ResNet-38V2,"(128, 128, 3)",6.69661408,128,49152,1107456,13888,40970,4176617278,130,40,37,1,47767562,2192351232
ResNet-38V2,"(150, 150, 3)",9.65905243,150,67500,1107456,13888,40970,5799583870,130,40,37,1,65875958,3044738240
ResNet-38V2,"(224, 224, 3)",18.23686655,224,150528,1107456,13888,125450,12781750078,130,40,37,1,146288138,6714075648
ResNet-38V2,"(240, 240, 3)",20.62368372,240,172800,1107456,13888,125450,14672078654,130,40,37,1,167929098,7707466240
ResNet-38V2,"(256, 256, 3)",22.52431577,256,196608,1107456,13888,163850,16693174078,130,40,37,1,191070218,8769404928
ResNet-38V2,"(299, 299, 3)",31.20206712,299,268203,1107456,13888,207370,22900637934,130,40,37,1,261479205,12030247728
ResNet-38V2,"(320, 320, 3)",34.81458083,320,307200,1107456,13888,256010,26080591678,130,40,37,1,298547210,13702195200
ResNet-38V2,"(331, 331, 3)",38.27161839,331,328683,1107456,13888,256010,28048297198,130,40,37,1,320344421,14735074608
ResNet-38V2,"(448, 448, 3)",67.24174976,448,602112,1107456,13888,501770,51113705278,130,40,37,1,585152522,26856302592
ResNet-38V2,"(480, 480, 3)",78.01298548,480,691200,1107456,13888,576010,58675791678,130,40,37,1,671731210,30829939200
ResNet-38V2,"(568, 568, 3)",108.70709074,568,967872,1107456,13888,739850,82159939390,130,40,37,1,940596938,43170412032
ResNet-38V2,"(600, 600, 3)",121.75807944,600,1080000,1107456,13888,829450,91677697854,130,40,37,1,1049565898,48171709440
ResNet-38V2,"(800, 800, 3)",215.7360342,800,1920000,1107456,13888,1600010,162980431678,130,40,37,1,1865920010,85638720000
ResNet-38V2,"(896, 896, 3)",271.56622933,896,2408448,1107456,13888,2007050,204441526078,130,40,37,1,2340610058,107425210368
ResNet-38V2,"(1024, 1024, 3)",355.85434822,1024,3145728,1107456,13888,2621450,267024310078,130,40,37,1,3057123338,140310478848
ResNet-38V2,"(1200, 1200, 3)",502.32156954,1200,4320000,1107456,13888,3504650,366699439934,130,40,37,1,4198300938,192687024640
ResNet-56V2,"(32, 32, 3)",2.55214474,32,3072,1650368,20800,2570,394866996,190,58,55,1,4394506,200460800
ResNet-56V2,"(56, 56, 3)",3.46884022,56,9408,1650368,20800,2570,1195602228,190,58,55,1,13457098,613905920
ResNet-56V2,"(64, 64, 3)",4.24590684,64,12288,1650368,20800,10250,1559652660,190,58,55,1,17577994,801843200
ResNet-56V2,"(75, 75, 3)",5.40296907,75,16875,1650368,20800,10250,2188350500,190,58,55,1,24450597,1126209328
ResNet-56V2,"(112, 112, 3)",8.67509933,112,37632,1650368,20800,23050,4762726708,190,58,55,1,53830922,2455636480
ResNet-56V2,"(128, 128, 3)",9.80047607,128,49152,1650368,20800,40970,6218795316,190,58,55,1,70311946,3207372800
ResNet-56V2,"(150, 150, 3)",14.04511653,150,67500,1650368,20800,40970,8635497076,190,58,55,1,96971254,4454739136
ResNet-56V2,"(224, 224, 3)",27.01130359,224,150528,1650368,20800,125450,19031437620,190,58,55,1,215330314,9822579200
ResNet-56V2,"(240, 240, 3)",30.41953717,240,172800,1650368,20800,125450,21846143284,190,58,55,1,247186698,11275901440
ResNet-56V2,"(256, 256, 3)",33.33842787,256,196608,1650368,20800,163850,24855365940,190,58,55,1,281247754,12829491200
ResNet-56V2,"(299, 299, 3)",46.28921885,299,268203,1650368,20800,207370,34098272292,190,58,55,1,384897509,17600714032
ResNet-56V2,"(320, 320, 3)",51.75316144,320,307200,1650368,20800,256010,38832793908,190,58,55,1,439449610,20046080000
ResNet-56V2,"(331, 331, 3)",56.73633278,331,328683,1650368,20800,256010,41762927652,190,58,55,1,471545893,21557901104
ResNet-56V2,"(448, 448, 3)",99.72775314,448,602112,1650368,20800,501770,76105935156,190,58,55,1,861321226,39290316800
ResNet-56V2,"(480, 480, 3)",115.15483937,480,691200,1650368,20800,576010,87365529908,190,58,55,1,988761610,45103680000
ResNet-56V2,"(568, 568, 3)",160.70389829,568,967872,1650368,20800,739850,122332672308,190,58,55,1,1384527562,63157614080
ResNet-56V2,"(600, 600, 3)",180.23634299,600,1080000,1650368,20800,829450,136504191284,190,58,55,1,1544925898,70474429440
ResNet-56V2,"(800, 800, 3)",320.02665413,800,1920000,1650368,20800,1600010,242670285108,190,58,55,1,2746560010,125288000000
ResNet-56V2,"(896, 896, 3)",401.13864793,896,2408448,1650368,20800,2007050,304403925300,190,58,55,1,3445284874,157161267200
ResNet-56V2,"(1024, 1024, 3)",527.53867069,1024,3145728,1650368,20800,2621450,397586778420,190,58,55,1,4499963914,205271859200
ResNet-56V2,"(1200, 1200, 3)",743.98449179,1200,4320000,1650368,20800,3504650,545998893364,190,58,55,1,6179740938,281897904640
ResNet-110V2,"(32, 32, 3)",4.71544167,32,3072,3279104,41536,2570,783888150,370,112,109,1,8621578,390777344
ResNet-110V2,"(56, 56, 3)",6.90719721,56,9408,3279104,41536,2570,2373531414,370,112,109,1,26402506,1196750336
ResNet-110V2,"(64, 64, 3)",7.58256574,64,12288,3279104,41536,10250,3096176406,370,112,109,1,34486282,1563109376
ResNet-110V2,"(75, 75, 3)",10.34735834,75,16875,3279104,41536,10250,4344383942,370,112,109,1,47975013,2195770672
ResNet-110V2,"(112, 112, 3)",16.6898986,112,37632,3279104,41536,23050,9454882582,370,112,109,1,105612554,4787014144
ResNet-110V2,"(128, 128, 3)",19.69254144,128,49152,3279104,41536,40970,12345329430,370,112,109,1,137945098,6252437504
ResNet-110V2,"(150, 150, 3)",27.59290906,150,67500,3279104,41536,40970,17143236694,370,112,109,1,190257142,8684741824
ResNet-110V2,"(224, 224, 3)",52.58773269,224,150528,3279104,41536,125450,37780500246,370,112,109,1,422456842,19148089856
ResNet-110V2,"(240, 240, 3)",60.11083172,240,172800,3279104,41536,125450,43368337174,370,112,109,1,484959498,21981207040
ResNet-110V2,"(256, 256, 3)",65.84158076,256,196608,3279104,41536,163850,49341941526,370,112,109,1,551780362,25009750016
ResNet-110V2,"(299, 299, 3)",91.27181037,299,268203,3279104,41536,207370,67691175366,370,112,109,1,755152421,34312112944
ResNet-110V2,"(320, 320, 3)",101.61469365,320,307200,3279104,41536,256010,77089400598,370,112,109,1,862156810,39077734400
ResNet-110V2,"(331, 331, 3)",112.35249427,331,328683,3279104,41536,256010,82906819014,370,112,109,1,925150309,42026380592
ResNet-110V2,"(448, 448, 3)",196.58925701,448,602112,3279104,41536,501770,151082624790,370,112,109,1,1689827338,76592359424
ResNet-110V2,"(480, 480, 3)",227.45210037,480,691200,3279104,41536,576010,173434744598,370,112,109,1,1939852810,87924902400
ResNet-110V2,"(568, 568, 3)",318.12564619,568,967872,3279104,41536,739850,242850871062,370,112,109,1,2716319434,123119220224
ResNet-110V2,"(600, 600, 3)",355.17959958,600,1080000,3279104,41536,829450,270983671574,370,112,109,1,3031005898,137382589440
ResNet-110V2,"(800, 800, 3)",631.23696236,800,1920000,3279104,41536,1600010,481739845398,370,112,109,1,5388480010,244235840000
ResNet-110V2,"(896, 896, 3)",792.21732053,896,2408448,3279104,41536,2007050,604291122966,370,112,109,1,6759309322,306369437696
ResNet-110V2,"(1024, 1024, 3)",1042.27469938,1024,3145728,3279104,41536,2621450,789274183446,370,112,109,1,8828485642,400156000256
ResNet-110V2,"(1200, 1200, 3)",1470.56438356,1200,4320000,3279104,41536,3504650,1083897253654,370,112,109,1,12124060938,549530544640
ResNet-164V2,"(32, 32, 3)",6.81892486,32,3072,4907840,62272,2570,1172909304,550,166,163,1,12848650,581093888
ResNet-164V2,"(56, 56, 3)",10.61048581,56,9408,4907840,62272,2570,3551460600,550,166,163,1,39347914,1779594752
ResNet-164V2,"(64, 64, 3)",11.71267296,64,12288,4907840,62272,10250,4632700152,550,166,163,1,51394570,2324375552
ResNet-164V2,"(75, 75, 3)",15.31222708,75,16875,4907840,62272,10250,6500417384,550,166,163,1,71499429,3265332016
ResNet-164V2,"(112, 112, 3)",24.95781095,112,37632,4907840,62272,23050,14147038456,550,166,163,1,157394186,7118391808
ResNet-164V2,"(128, 128, 3)",28.98141098,128,49152,4907840,62272,40970,18471863544,550,166,163,1,205578250,9297502208
ResNet-164V2,"(150, 150, 3)",42.47675143,150,67500,4907840,62272,40970,25650976312,550,166,163,1,283543030,12914744512
ResNet-164V2,"(224, 224, 3)",79.62243326,224,150528,4907840,62272,125450,56529562872,550,166,163,1,629583370,28473600512
ResNet-164V2,"(240, 240, 3)",89.8240841,240,172800,4907840,62272,125450,64890531064,550,166,163,1,722732298,32686512640
ResNet-164V2,"(256, 256, 3)",98.61231265,256,196608,4907840,62272,163850,73828517112,550,166,163,1,822312970,37190008832
ResNet-164V2,"(299, 299, 3)",136.485942,299,268203,4907840,62272,207370,101284078440,550,166,163,1,1125407333,51023511856
ResNet-164V2,"(320, 320, 3)",151.95418075,320,307200,4907840,62272,256010,115346007288,550,166,163,1,1284864010,58109388800
ResNet-164V2,"(331, 331, 3)",167.38542445,331,328683,4907840,62272,256010,124050710376,550,166,163,1,1378754725,62494860080
ResNet-164V2,"(448, 448, 3)",293.94401589,448,602112,4907840,62272,501770,226059314424,550,166,163,1,2518333450,113894402048
ResNet-164V2,"(480, 480, 3)",341.08290785,480,691200,4907840,62272,576010,259503959288,550,166,163,1,2890944010,130746124800
ResNet-164V2,"(568, 568, 3)",474.30821987,568,967872,4907840,62272,739850,363369069816,550,166,163,1,4048111306,183080826368
ResNet-164V2,"(600, 600, 3)",531.55095128,600,1080000,4907840,62272,829450,405463151864,550,166,163,1,4517085898,204290749440
ResNet-164V2,"(800, 800, 3)",944.52355175,800,1920000,4907840,62272,1600010,720809405688,550,166,163,1,8030400010,363183680000
ResNet-164V2,"(896, 896, 3)",1184.60554744,896,2408448,4907840,62272,2007050,904178320632,550,166,163,1,10073333770,455577608192
ResNet-164V2,"(1024, 1024, 3)",1553.37799034,1024,3145728,4907840,62272,2621450,1180961588472,550,166,163,1,13157007370,595040141312
ResNet-164V2,"(1200, 1200, 3)",2201.26814078,1200,4320000,4907840,62272,3504650,1621795613944,550,166,163,1,18068380938,817163184640
ResNet-18,"(32, 32, 3)",8.35315309,32,3072,11171008,15881,513000,99015867,89,21,19,1,291004,38178816
ResNet-18,"(56, 56, 3)",8.41795116,56,9408,11171008,15881,513000,284338875,89,21,19,1,837852,131841024
ResNet-18,"(64, 64, 3)",8.45693414,64,12288,11171008,15881,513000,322815675,89,21,19,1,1038652,151179264
ResNet-18,"(75, 75, 3)",8.54578463,75,16875,11171008,15881,513000,522023291,89,21,19,1,1512009,251980544
ResNet-18,"(112, 112, 3)",8.76072135,112,37632,11171008,15881,513000,1001185467,89,21,19,1,3084796,493879296
ResNet-18,"(128, 128, 3)",8.86519777,128,49152,11171008,15881,513000,1218014907,89,21,19,1,3953212,603181056
ResNet-18,"(150, 150, 3)",9.56908387,150,67500,11171008,15881,513000,1786533435,89,21,19,1,5563096,890482368
ResNet-18,"(224, 224, 3)",10.35592949,224,150528,11171008,15881,513000,3679812795,89,21,19,1,11873212,1846185984
ResNet-18,"(240, 240, 3)",10.40290317,240,172800,11171008,15881,513000,4350697659,89,21,19,1,13681660,2185297920
ResNet-18,"(256, 256, 3)",10.62608673,256,196608,11171008,15881,513000,4798811835,89,21,19,1,15459388,2411188224
ResNet-18,"(299, 299, 3)",12.94260912,299,268203,11171008,15881,513000,6863413115,89,21,19,1,21412617,3454442240
ResNet-18,"(320, 320, 3)",13.22695749,320,307200,11171008,15881,513000,7484409531,89,21,19,1,24051004,3767193600
ResNet-18,"(331, 331, 3)",14.25049358,331,328683,11171008,15881,513000,8366125435,89,21,19,1,26147913,4213271296
ResNet-18,"(448, 448, 3)",17.88698343,448,602112,11171008,15881,513000,14646003387,89,21,19,1,46911292,7383207936
ResNet-18,"(480, 480, 3)",18.91740421,480,691200,11171008,15881,513000,16809401531,89,21,19,1,53809084,8475545600
ResNet-18,"(568, 568, 3)",25.38758652,568,967872,11171008,15881,513000,23827983035,89,21,19,1,75477212,12020202496
ResNet-18,"(600, 600, 3)",26.66025431,600,1080000,11171008,15881,513000,26567659707,89,21,19,1,84163420,13403560960
ResNet-18,"(800, 800, 3)",41.84924021,800,1920000,11171008,15881,513000,46649375931,89,21,19,1,148806844,23542272000
ResNet-18,"(896, 896, 3)",47.3030336,896,2408448,11171008,15881,513000,58510765755,89,21,19,1,186531388,29531295744
ResNet-18,"(1024, 1024, 3)",56.85960398,1024,3145728,11171008,15881,513000,76414750395,89,21,19,1,243454012,38571331584
ResNet-18,"(1200, 1200, 3)",80.62102572,1200,4320000,11171008,15881,513000,105563973819,89,21,19,1,334433020,53291089920
ResNet-18,"(1600, 1600, 3)",137.23090544,1600,7680000,11171008,15881,513000,186524255931,89,21,19,1,593277244,94167552000
ResNet-18,"(1792, 1792, 3)",161.86891533,1792,9633792,11171008,15881,513000,233969815227,89,21,19,1,743947324,118123646976
ResNet-18,"(2400, 2400, 3)",295.60423683,2400,17280000,11171008,15881,513000,419649055931,89,21,19,1,1333427644,211876352000
ResNet-34,"(32, 32, 3)",15.52763813,32,3072,21271744,30729,513000,194746219,161,37,35,1,453820,75927552
ResNet-34,"(56, 56, 3)",15.69856441,56,9408,21271744,30729,513000,580050283,161,37,35,1,1306844,269564928
ResNet-34,"(64, 64, 3)",15.72858167,64,12288,21271744,30729,513000,645076843,161,37,35,1,1579836,302174208
ResNet-34,"(75, 75, 3)",15.76969274,75,16875,21271744,30729,513000,1034382955,161,37,35,1,2320521,498010880
ResNet-34,"(112, 112, 3)",15.98070658,112,37632,21271744,30729,513000,1981797739,161,37,35,1,4644860,973996032
ResNet-34,"(128, 128, 3)",16.13171686,128,49152,21271744,30729,513000,2446399339,161,37,35,1,5942332,1207160832
ResNet-34,"(150, 150, 3)",17.78531194,150,67500,21271744,30729,513000,3625480939,161,37,35,1,8439000,1799696064
ResNet-34,"(224, 224, 3)",18.69783514,224,150528,21271744,30729,513000,7400036203,161,37,35,1,17762236,3695874048
ResNet-34,"(240, 240, 3)",18.94557651,240,172800,21271744,30729,513000,8691512683,161,37,35,1,20460028,4345233408
ResNet-34,"(256, 256, 3)",19.27727725,256,196608,21271744,30729,513000,9651689323,161,37,35,1,23109180,4827107328
ResNet-34,"(299, 299, 3)",24.72933521,299,268203,21271744,30729,513000,13768177259,161,37,35,1,32095049,6896139008
ResNet-34,"(320, 320, 3)",25.04817566,320,307200,21271744,30729,513000,15055656811,161,37,35,1,35913532,7542067200
ResNet-34,"(331, 331, 3)",25.99244078,331,328683,21271744,30729,513000,16788172395,161,37,35,1,39162505,8413481728
ResNet-34,"(448, 448, 3)",32.50802432,448,602112,21271744,30729,513000,29466236779,161,37,35,1,69964092,14781960192
